Scheme_Name	Net_Asset_Value
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.6726
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1542
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.1102
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	37.9662
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	53.1775
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	36.4618
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	51.0533
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	16.3561
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.5490
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.0039
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.1097
PGIM India Corporate Bond Fund - Annual Dividend	10.4287
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	15.8191
PGIM India Corporate Bond Fund - Direct Plan - Growth	40.915
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0699
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.1657
PGIM India Corporate Bond Fund - Growth	37.2844
PGIM India Corporate Bond Fund - Monthly Dividend	13.0611
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.661
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	13.5763
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	12.8146
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.1980
SBI Corporate Bond Fund - Regular Plan - Growth	13.2990
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	12.5518
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	12.9215
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1126
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	16.0413
Sundaram Corporate Bond Fund Direct Plan - Growth	35.4431
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.0967
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.0426
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.8283
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	15.6265
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.0447
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	15.2315
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.3709
Sundaram Corporate Bond Fund Regular Plan- Growth	34.4378
Tata Corporate Bond Fund-Direct Plan-Growth	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	10.7087
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	10.7087
Tata Corporate Bond Fund-Regular Plan-Growth	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	10.6072
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	10.6072
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1031.2017
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1031.3968
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1029.6896
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1029.6885
Union Corporate Bond Fund - Direct Plan - Growth Option	13.3099
Union Corporate Bond Fund - Direct Plan - IDCW Option	13.3099
Union Corporate Bond Fund - Regular Plan - Growth Option	13.0965
Union Corporate Bond Fund - Regular Plan - IDCW Option	13.0965
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	12.325
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	12.5547
UTI Corporate Bond Fund - Direct Plan - Growth Option	14.2443
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	12.1714
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	12.4581
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	12.1223
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	12.3518
UTI Corporate Bond Fund - Regular Plan - Growth Option	14.0274
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	11.8521
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	12.1976
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	12.1968
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	19.0854
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	19.0861
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	11.3237
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	17.7383
Axis Credit Risk Fund - Direct Plan - Growth	20.1421
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.0941
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.3060
Axis Credit Risk Fund - Regular Plan - Growth	18.2973
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.0813
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1786
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.2655
BANDHAN Credit Risk Fund - Regular Plan Growth	14.3013
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.0083
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	11.1055
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.4561
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.3371
BANDHAN Credit Risk Fund-Direct Plan-Growth	15.2073
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	11.1281
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.6249
BANK OF INDIA Credit Risk  Fund - Direct Plan	10.9835
BANK OF INDIA Credit Risk Fund - Regular Plan	10.7967
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	13.9714
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.6595
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	20.4404
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	18.8746
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3190
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8711
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	10.7474
DSP Credit Risk Fund - Direct Plan - Growth	37.4810
DSP Credit Risk Fund - Direct Plan - IDCW	11.7695
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.1852
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	10.2543
DSP Credit Risk Fund - Regular Plan - IDCW	11.7077
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	10.6913
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	11.0716
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	10.2541
DSP Credit Risk Fund - Regular Plan -Growth	34.8788
Franklin India Credit Risk Fund - Direct - Growth	25.4430
Franklin India Credit Risk Fund - Direct - IDCW 	13.9436
Franklin India Credit Risk Fund - Growth	25.2138
Franklin India Credit Risk Fund - IDCW 	13.5209
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.2992
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.5904
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.5581
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.3235
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	20.6125
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	21.9934
HDFC Credit Risk Debt Fund - IDCW Option	18.9804
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	19.2795
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.713
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.3847
HSBC Credit Risk Fund - Direct Annual IDCW	12.4545
HSBC Credit Risk Fund - Direct Growth	26.5535
HSBC Credit Risk Fund - Direct IDCW	11.0676
HSBC Credit Risk Fund - Regular Annual IDCW	11.7663
HSBC Credit Risk Fund - Regular Growth	24.9054
HSBC Credit Risk Fund - Regular IDCW	10.2806
HSBC Credit Risk Fund- Regular Plan - Bonus	24.5056
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	29.1977
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.6646
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	26.8609
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.0135
IDBI Credit Risk Fund Annual IDCW - Direct Plan	13.3440
IDBI Credit Risk Fund Annual IDCW - Regular Plan	12.0816
IDBI Credit Risk Fund Growth Direct	17.4359
IDBI Credit Risk Fund Growth Regular	16.1555
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan	11.8923
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan	11.4315
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	1769.5573
Invesco India Credit Risk Fund - Direct Plan - Growth	1756.3801
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1216.3327
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1615.3492
Invesco India Credit Risk Fund - Regular Plan - Growth	1615.8544
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1186.7175
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	20.9354
Kotak Credit Risk Fund - Growth	25.2663
Kotak Credit Risk Fund - Growth - Direct	27.8732
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	10.988
Nippon India Credit Risk Fund  - Growth Plan	29.5899
Nippon India Credit Risk Fund  - Institutional Growth Plan	30.8524
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	32.0560
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	17.3560
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.5903
NIPPON INDIA CREDIT RISK FUND - IDCW Option	16.2323
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.0091
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.1840
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.3380
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	41.5543
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	12.9098
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	39.0054
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.6336
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option	14.702
UTI Credit Risk Fund - Direct Plan - Annual IDCW	10.6241
UTI Credit Risk Fund - Direct Plan - Flexi IDCW	10.3918
UTI Credit Risk Fund - Direct Plan - Growth Option	16.3725
